UNIVERSITY NAME,LOCATION,RATING,SCORES,PRICE
"University of Jamestown, Jamestown","North Dakota, usa",N/A,Estd. Year, M.S Clinical Counselin...$19.6K/Yr
"Carson-Newman University, Jefferson City","Tennessee, usa",N/A,-*-, M.S Counseling - Clini...$13.5K/Yr
"Saint Peter's University, Jersey City","New Jersey, usa",N/A,Estd. Year, M.B.A Human Resources ...$34.4K/Yr
"University of St Francis, Joliet","Illinois, usa",N/A,Estd. Year, M.S Health Administrat...$23.9K/Yr
"University of Alaska - Southeast, Juneau","Alaska, usa",N/A,Estd. Year, M.A Elementary Educati...$36.1K/Yr
"Kalamazoo College, Kalamazoo","Michigan, usa",N/A,-*-, B.Sc Computer Science$50K/Yr
"University of Kansas Medical Center, Kansas City","Kansas, usa",N/A,Estd. Year, M.Sc Biostatistics$29.7K/Yr
"Rockhurst University, Kansas City","Missouri, usa",N/A,-*-, M.S Occupational Thera...$26.5K/Yr
"Avila University, Kansas City","Missouri, usa",N/A,Estd. Year, M.S Counseling Psychol...$19.7K/Yr
"Midwestern Baptist Theological Seminary, Kansas City","Missouri, usa",N/A,Estd. Year, M.Div$14.2K/Yr
"University of Nebraska, Kearney","Nebraska, usa",N/A,-*-, M.B.A$9.1K/Yr
"Southwestern Adventist University, Keene","Texas, usa",N/A,Estd. Year, M.A School Counseling$26.1K/Yr
"Keene State College, Keene","New Hampshire, usa",N/A,Estd. Year, B.Sc Computer Science$20.4K/Yr
"Bastyr University, Kenmore","Washington, usa",N/A,Estd. Year, M.S Ayurvedic Sciences$26.7K/Yr
"University of Wisconsin - Parkside, Kenosha","Wisconsin, usa",N/A,Estd. Year, M.B.A$23.4K/Yr
"Carthage College, Kenosha","Wisconsin, usa",N/A,-*-, B.A/B.Sc Criminal Just...$45.1K/Yr
"Keuka College, Keuka Park","New York, usa",N/A,Estd. Year, M.S Management$22K/Yr
"Northwest University, Kirkland","Washington, usa",N/A, IELTS 7 , M.B.A$26.9K/Yr
"Lake Washington Institute of Technology, Kirkland","Washington, usa",N/A,Estd. Year, B.A/B.Sc Digital Gamin...$10.4K/Yr
"Truman State University, Kirksville","Missouri, usa",N/A,-*-, M.A Leadership$18.9K/Yr
"Johnson University, Knoxville","Tennessee, usa",N/A,Estd. Year, M.B.A$20.7K/Yr
"Indiana University Kokomo, Kokomo","Indiana, usa",N/A,Estd. Year, M.B.A$14.9K/Yr
"Kutztown University, Kutztown","Pennsylvania, usa",N/A,-*-, M.S Computer Science- ...$27.1K/Yr
"University of Wisconsin, La Crosse","Wisconsin, usa",N/A,-*-, M.S Recreation Managem...$20K/Yr
"Viterbo University, La Crosse","Wisconsin, usa",N/A,Estd. Year, B.A/B.Sc Religious Stu...$14.1K/Yr
"Eastern Oregon University, La Grande","Oregon, usa",N/A,Estd. Year, M.A Teaching - Element...$16.3K/Yr
"National University, La Jolla","California, usa",N/A, IELTS 6 , M.Sc Engineering Manag...$13K/Yr
"Biola University, La Mirada","California, usa",N/A,-*-," M.S Curriculum, Instru...$19K/Yr"
"University of La Verne, La Verne","California, usa",N/A,-*-, M.S Leadership and Man...$25.6K/Yr
"Saint Martin's University, Lacey","Washington, usa",N/A,Estd. Year, B.Sc Computer Science$38.1K/Yr
"Brigham Young University - Hawaii, Laie","Hawaii, usa",N/A,Estd. Year, B.Sc Business Educatio...$7.4K/Yr
"McNeese State University, Lake Charles","Louisiana, usa",N/A,Estd. Year, M.Eng Engineering - Ch...$19.3K/Yr
"Lake Forest College, Lake Forest","Illinois, usa",N/A,-*-, M.A Teaching$3.4K/Yr
"Florida Polytechnic University, Lakeland","Florida, usa",N/A,Estd. Year, M.S Computer Science -...$20K/Yr
"Southeastern University - Florida, Lakeland","Florida, usa",N/A,Estd. Year, M.S Marriage and Famil...$31.5K/Yr
"Florida Southern College, Lakeland","Florida, usa",N/A,-*-, M.Sc Nursing$16.6K/Yr
"Colorado Christian University, Lakewood","Colorado, usa",N/A,Estd. Year, M.A Organizational Lea...$16.4K/Yr
"Cairn University, Langhorne","Pennsylvania, usa",N/A,Estd. Year, M.B.A--
"Langston University, Langston","Oklahoma, usa",N/A,Estd. Year, B.A Broadcast Journali...$13.3K/Yr
"Texas A&M International University, Laredo","Texas, usa",N/A,Estd. Year, M.S Nursing - Family N...$44.3K/Yr
"University of Maryland University College, Largo","Maryland, usa",N/A,Estd. Year, M.S Management - Marke...$19.8K/Yr
"New Mexico Highlands University, Las Vegas","Nevada, usa",N/A,Estd. Year, M.B.A International Bu...$8.1K/Yr
"Saint Vincent College, Latrobe","Pennsylvania, usa",N/A,-*-, M.S Management - Opera...$19.9K/Yr
"St.  Andrews University, Laurinburg","North Carolina, usa",N/A, SAT 1098 | TOEFL 78 , M.B.A$28.7K/Yr
"Rider University, Lawrenceville","New Jersey, usa",N/A,-*-, M.B.A$33K/Yr
"Cameron University, Lawton","Oklahoma, usa",N/A,Estd. Year, M.B.A$18.8K/Yr
"Cumberland University, Lebanon","Tennessee, usa",N/A, IELTS 6 , M.B.A$19.8K/Yr
"McKendree University, Lebanon","Illinois, usa",N/A,Estd. Year, B.Sc Computer Science$11.7K/Yr
"Bates College, Lewiston","Maine, usa",N/A,-*-, B.A/B.Sc Geology$52K/Yr
"Lewis - Clark State College, Lewiston","Idaho, usa",N/A,Estd. Year, B.Sc Computer Science$25.2K/Yr
"Transylvania University, Lexington","Kentucky, usa",N/A,-*-, B.A/B.Sc Accounting$40.2K/Yr
"Virginia Military Institute, Lexington","Virginia, usa",N/A,-*-, B.Sc Civil Engineering$34.6K/Yr
"Washington and Lee University, Lexington","Virginia, usa",N/A,-*-, B.Sc Business Administ...$51.4K/Yr
"University of Northwestern Ohio, Lima","Ohio, usa",N/A,Estd. Year, M.B.A$9.6K/Yr
"Nebraska Wesleyan University, Lincoln","Nebraska, usa",N/A,-*-, M.B.A$10K/Yr
"Union College, Lincoln","Nebraska, usa",N/A,-*-, B.Sc Business Administ...$21.7K/Yr
"Bethany College - Kansas, Lindsborg","Kansas, usa",N/A,Estd. Year, B.A Operations Managem...$27K/Yr
"Benedictine University, Lisle","Illinois, usa",N/A,-*-, M.S Business Analytics$18K/Yr
"University of West Alabama, Livingston","Alabama, usa",N/A,Estd. Year, M.S Clinical Mental He...$6.4K/Yr
"Madonna University, Livonia","Michigan, usa",N/A,Estd. Year, M.S Catholic School Le...$25K/Yr
"Lock Haven University, Lock Haven","Pennsylvania, usa",N/A,Estd. Year, M.S Athletic Training$23.2K/Yr
"Bay Path University, Longmeadow","Massachusetts, usa",N/A,Estd. Year, M.S Applied Data Scien...$14.9K/Yr
"LeTourneau University, Longview","Texas, usa",N/A,Estd. Year, B.Sc Computer Science ...$30.5K/Yr
"Covenant College, Lookout Mountain","Georgia, usa",N/A,-*-, M.A Teaching$8.1K/Yr
"Saint Francis University, Loretto","Pennsylvania, usa",N/A,Estd. Year, B.Sc Computer Science$35.2K/Yr
"Woodbury University, Burbank","California, usa",N/A,Estd. Year, M.S Architecture in Re...$38.8K/Yr
"American Jewish University, Los Angeles","California, usa",N/A,Estd. Year, M.B.A Non-Profit Manag...$30.5K/Yr
"Dongguk University, Los Angeles","California, usa",N/A,Estd. Year, M.S Oriental Medicine ...$3.7K/Yr
"Otis College of Art and Design, Los Angeles","California, usa",N/A,Estd. Year, M.A Graphic Design$45.2K/Yr
"Pacific States University, Los Angeles","California, usa",N/A,Estd. Year, M.S Computer Science$17.2K/Yr
"Southern California Institute of Architecture, Los Angeles","California, usa",N/A,Estd. Year, M.S Architectural Tech...$43.8K/Yr
"World Mission University, Los Angeles","California, usa",N/A,Estd. Year, M.A Global Leadership$8.4K/Yr
"Yo San University of Traditional Chinese Medicine, Los Angeles","California, usa",N/A,Estd. Year, Master Acupuncture and...--
"DeVry University - California, Long Beach","California, usa",N/A,Estd. Year, M.A Human Resource Man...$23K/Yr
"Colburn Conservatory of Music, Los Angeles","California, usa",N/A,Estd. Year, M.Mus$45K/Yr
"Occidental College, Los Angeles","California, usa",N/A,-*-, B.A Computer Science$54.1K/Yr
"Siena College, Loudonville","New York, usa",N/A,-*-, B.Sc Management$37K/Yr
"Bellarmine University, Louisville","Kentucky, usa",N/A,-*-, M.B.A$22.8K/Yr
"Sullivan University, Louisville","Kentucky, usa",N/A,Estd. Year, M.A Public Management$18.9K/Yr
"Liberty University, Lynchburg","Virginia, usa",N/A,-*-, M.A Clinical Mental He...--
"University of Lynchburg, Lynchburg","Virginia, usa",N/A,Estd. Year, M.S Athletic Training$19.9K/Yr
"Northern Vermont University, Lyndonville","Vermont, usa",N/A,Estd. Year, M.A Liberal Arts$25.7K/Yr
"Drew University, Madison","New Jersey, usa",N/A,-*-, M.A History and Cultur...$21.6K/Yr
"Dakota State University, Madison","South Dakota, usa",N/A,Estd. Year, M.S Information System...$10.8K/Yr
"Edgewood College, Madison","Florida, usa",N/A,-*-, M.B.A$38.9K/Yr
"Fairleigh Dickinson University, Madison","New Jersey, usa",N/A, GRE 53 | IELTS 6 , Master Administrative ...$21.6K/Yr
"Southern Arkansas University, Magnolia","Arkansas, usa",N/A,Estd. Year, M.S Computer and Infor...$13.1K/Yr
"Ramapo College of New Jersey, Mahwah","New Jersey, usa",N/A,-*-, M.S Educational Techno...$21.2K/Yr
"Pepperdine University, Malibu","California, usa",N/A, GMAT 500 | IELTS 6.5 ," M.B.A Entertainment, M...$50.9K/Yr"
"Southern New Hampshire University, Manchester","New Hampshire, usa",N/A,Estd. Year, M.B.A$25.2K/Yr
"Saint Anselm College, Manchester","New Hampshire, usa",N/A,-*-, B.A Computer Science w...$39.9K/Yr
"Fashion Institute of Technology, New York City","New York, usa",N/A,Estd. Year, M.P.S Global Fashion M...$23.6K/Yr
"Minnesota State University Mankato, Mankato","Minnesota, usa",N/A,-*-, M.S Electrical Enginee...$7.2K/Yr
"Bethany Lutheran College, Mankato","Minnesota, usa",N/A,Estd. Year, B.Sc Computer Science$27.4K/Yr
"Mansfield University of Pennsylvania, Mansfield","Pennsylvania, usa",N/A,Estd. Year, B.Sc Electronic Media$37.8K/Yr
"Marietta College, Marietta","Ohio, usa",N/A,-*-, M.A Physician Assistan...$35K/Yr
"Judson College, Marion","Alabama, usa",N/A,Estd. Year, B.Sc Business Administ...$17.5K/Yr
"Marlboro College, Marlboro","Vermont, usa",N/A,-*-, M.A Management - Missi...$28.6K/Yr
"Northern Michigan University, Marquette","Michigan, usa",N/A,Estd. Year, M.S Clinical Molecular...$22.7K/Yr
"Mars Hill University, Mars Hill","North Carolina, usa",N/A,Estd. Year, M.A Management$18.1K/Yr
"Southwest Minnesota State University, Marshall","Minnesota, usa",N/A,Estd. Year, M.B.A General$12.1K/Yr
"East Texas Baptist University, Marshall","Texas, usa",N/A,Estd. Year, M.B.A$23.9K/Yr
"Missouri Valley College, Marshall","Missouri, usa",N/A,Estd. Year, M.A Community Counseli...$19.7K/Yr
"University of Tennessee Martin, Martin","Tennessee, usa",N/A,Estd. Year, M.S Educational Leader...$12.2K/Yr
"Northwest Missouri State University, Maryville","Missouri, usa",N/A,Estd. Year, M.S Agriculture$9.1K/Yr
"Linfield College, McMinnville","Oregon, usa",N/A,-*-, B.Sc Computer Science$42.7K/Yr
"Allegheny College, Meadville","Pennsylvania, usa",N/A,-*-, B.A French$45.1K/Yr
"Messiah College, Mechanicsburg","Pennsylvania, usa",N/A,-*-, B.Eng Engineering - Co...$35.2K/Yr
"Rhodes College, Memphis","Tennessee, usa",N/A,-*-, M.S Accounting$46.5K/Yr
"Christian Brothers University, Memphis","Tennessee, usa",N/A,-*-, M.S Engineering Manage...$18.7K/Yr
"University of Wisconsin - Stout, Menomonie","Wisconsin, usa",N/A,Estd. Year, M.S Risk Control$17K/Yr
"Concordia University - Wisconsin, Mequon","Wisconsin, usa",N/A,Estd. Year, M.S Applied Exercise S...$18K/Yr
"Barry University, Miami Shores","Florida, usa",N/A,Estd. Year, M.S Nursing Executive ...$29.7K/Yr
"Miami International University of Art and Design, Miami","Florida, usa",N/A,Estd. Year, M.A Interior Design$19.1K/Yr
"ADEN University, Miami","Florida, usa",N/A,Estd. Year, M.S Operations Managem...$9.7K/Yr
"Miami Dade College, Miami","Florida, usa",N/A, IELTS 6.5 , B.Sc Nursing$16.2K/Yr
"Atlantis University, Miami","Florida, usa",N/A,Estd. Year, M.B.A$26.9K/Yr
"Middlebury College, Middlebury","Vermont, usa",N/A,-*-, M.P.A$40.8K/Yr
"Midway University, Midway","Kentucky, usa",N/A,Estd. Year, M.S Nursing$17.8K/Yr
"Georgia College  & State University, Milledgeville","Georgia, usa",N/A,-*-, M.S Criminal Justice$21.1K/Yr
"Millersville University of Pennsylvania, Millersville","Pennsylvania, usa",N/A,-*-, M.S Nursing$23.9K/Yr
"Curry College, Milton","Massachusetts, usa",N/A,Estd. Year, M.B.A--
"Milwaukee School of Engineering, Milwaukee","Wisconsin, usa",N/A,-*-, M.B.A Education Leader...$25.2K/Yr
"Alverno College, Milwaukee","Wisconsin, usa",N/A,Estd. Year, M.A Education$23.1K/Yr
"Walden University, Minneapolis","Minnesota, usa",N/A,Estd. Year, M.B.A General$28.6K/Yr
"Augsburg University, Minneapolis","Minnesota, usa",N/A,Estd. Year, M.S Physician Assistan...$24.7K/Yr
"St. Catherine University, Saint Paul","Minnesota, usa",N/A,-*-, M.S Management$13.3K/Yr
"Minneapolis College of Art and Design, Minneapolis","Minnesota, usa",N/A,Estd. Year, M.A Sustainable Design$25.6K/Yr
"Minot State University, Minot","North Dakota, usa",N/A,Estd. Year, B.B.A International Bu...$7.1K/Yr
"Pfeiffer University, Misenheimer","North Carolina, usa",N/A,Estd. Year, M.B.A--
"Western Oregon University, Monmouth","Oregon, usa",N/A,Estd. Year, M.S Rehabilitation and...$21.6K/Yr
"Monmouth College, Monmouth","Illinois, usa",N/A,-*-, B.Sc Computer Science$37.7K/Yr
"University of Louisiana, Monroe","Louisiana, usa",N/A,Estd. Year, M.S Counseling$21.2K/Yr
"Middlebury Institute of International Studies at Monterey, Monterey","California, usa",N/A,Estd. Year, M.P.A$40.8K/Yr
"University of Montevallo, Montevallo","Alabama, usa",N/A,Estd. Year, M.S Speech-Language Pa...$29.4K/Yr
"Auburn University at Montgomery, Montgomery","Alabama, usa",N/A,Estd. Year, M.S Nursing$26.8K/Yr
"Alabama State University, Montgomery","Alabama, usa",N/A,Estd. Year, B.Sc Physical Educatio...$19.4K/Yr
"Montreat College, Montreat","North Carolina, usa",N/A,Estd. Year, M.S Management and Lea...$27.6K/Yr
"Minnesota State University Moorhead, Moorhead","Minnesota, usa",N/A,Estd. Year, M.S Accounting and Fin...$12.1K/Yr
"Concordia College, Moorhead","Minnesota, usa",N/A,-*-, M.S Nutrition$21.3K/Yr
"Saint Mary's College of California, Moraga","California, usa",N/A,-*-, M.S Business Analytics$23K/Yr
"Morehead State University, Morehead","Kentucky, usa",N/A,Estd. Year, M.S Engineering and Te...$17.1K/Yr
"University of Minnesota, Morris","Minnesota, usa",N/A,-*-, B.A Computer Science$14.2K/Yr
"College of Saint Elizabeth, Morristown","New Jersey, usa",N/A,Estd. Year, M.A Counseling Psychol...$30K/Yr
"Berry College, Mount Berry","Georgia, usa",N/A,-*-, M.B.A$11.4K/Yr
"Cornell College, Mount Vernon","Iowa, usa",N/A,-*-, B.A Mathematics and St...$41.9K/Yr
"University of Saint Mary of Lake, Mundelein","Illinois, usa",N/A,Estd. Year, M.Div$30.4K/Yr
"Murray State University, Murray","Kentucky, usa",N/A, TOEFL 71 , M.Sc Agriculture$18.9K/Yr
"Stephen F. Austin State University, Nacogdoches","Texas, usa",N/A,Estd. Year, M.S Environmental Scie...$15.5K/Yr
"Northwest Nazarene University, Nampa","Idaho, usa",N/A,Estd. Year, M.S Clinical Counselin...$14.5K/Yr
"Keller Graduate School of Management, Chicago","Illinois, usa",N/A,Estd. Year, M.B.A Information Syst...$23K/Yr
"Belmont University, Nashville","Tennessee, usa",N/A, IELTS 6.5 , M.B.A$22.7K/Yr
"Fisk University, Nashville","Tennessee, usa",N/A,-*-, M.A Chemistry$19.9K/Yr
"Olin College of Engineering, Needham","Massachusetts, usa",N/A,Estd. Year, B.Sc Mechanical Engine...$50.4K/Yr
"Indiana University Southeast, New Albany","Indiana, usa",N/A,Estd. Year, M.S Secondary Educatio...$20.8K/Yr
"Central Connecticut State University, New Britain","Connecticut, usa",N/A,Estd. Year, M.S Computer Informati...$24.2K/Yr
"Wilmington University, New Castle","Delaware, usa",N/A,Estd. Year, M.S Management - Marke...$15.7K/Yr
"Muskingum University, New Concord","Ohio, usa",N/A,Estd. Year, M.A Educational Leader...$16.8K/Yr
"Connecticut College, New London","Connecticut, usa",N/A,-*-, B.A/B.Sc Religious Stu...$70K/Yr
"Loyola University, New Orleans","Louisiana, usa",N/A,-*-, M.S Nursing$24.5K/Yr
"Xavier University of Louisiana, New Orleans","Louisiana, usa",N/A,Estd. Year, M.S Public Health in H...$13K/Yr
"Southern University at New Orleans, New Orleans","Louisiana, usa",N/A,Estd. Year, M.S Computer Informati...$6.9K/Yr
"Iona College, New Rochelle","New York, usa",N/A, IELTS 6.5 , M.Sc Teaching - Childh...$35.2K/Yr
"Christie's Education, New York City","New York, usa",N/A,Estd. Year, M.A Law and Business$63.3K/Yr
"LIM College, New York City","New York, usa",N/A,Estd. Year, M.A Fashion Merchandis...$23.6K/Yr
"Weill Cornell Medical College, New York City","New York, usa",N/A,Estd. Year, M.S Health Sciences fo...$29.2K/Yr
"Berkeley College, New York City","New York, usa",N/A,Estd. Year, M.B.A$26.4K/Yr
"New York Academy of Art, New York City","New York, usa",N/A,Estd. Year, M.A Painting$40.2K/Yr
"New York School of Interior Design, New York City","New York, usa",N/A,Estd. Year, M.A Interior Design Po...$36K/Yr
"Marymount Manhattan College, New York City","New York, usa",N/A,Estd. Year, B.A Business - Fashion...$34K/Yr
"Metropolitan College of New York, New York City","New York, usa",N/A,Estd. Year, B.B.A Information Tech...$19K/Yr
"St. John's University, Jamaica","New York, usa",N/A, TOEFL 100 ," M.A Sport Management, ...$36.9K/Yr"
"Bard College, Annandale-On-Hudson","New York, usa",N/A,-*-," M.A Decorative Arts, D...$35.7K/Yr"
"The Cooper Union, New York City","New York, usa",N/A,-*-, M.A Architecture$45.9K/Yr
"The Graduate Center City University of New York, New York City","New York, usa",N/A,-*-, M.A Liberal Studies - ...$24.3K/Yr
"Manhattan School of Music, New York City","New York, usa",N/A,-*-, M.A Classical - Bass T...$48.3K/Yr
"Teachers College at Columbia University, New York City","New York, usa",N/A, ACT 31 | TOEFL 100 , M.Sc Learning Analytic...$53K/Yr
"St Francis College, Brooklyn","New York, usa",N/A,-*-, M.S Management$30K/Yr
"School of Visual Arts, New York City","New York, usa",N/A,Estd. Year, M.A Computer Arts$44.7K/Yr
"Sotheby's Institute of Art, New York City","New York, usa",N/A,Estd. Year, M.A Fine and Decorativ...$18.2K/Yr
"Barnard College, New York City","New York, usa",N/A,-*-, B.Sc Computer Science$55.8K/Yr
"Oglethorpe University, Atlanta","Georgia, usa",N/A,-*-, B.A Human Resource Man...$30K/Yr
"George Fox University, Newberg","Oregon, usa",N/A,-*-, M.A Clinical Mental He...$21.3K/Yr
"Mount Saint Mary College, Newburgh","New York, usa",N/A,Estd. Year, B.A Information Techno...$30K/Yr
"Salve Regina University, Newport","Rhode Island, usa",N/A,Estd. Year, M.B.A Health Care Admi...$17.5K/Yr
"Christopher Newport University, Newport News","Virginia, usa",N/A,-*-, M.A Teaching - Physics...$35.5K/Yr
"Lasell University, Newton","Massachusetts, usa",N/A,Estd. Year, M.S Human Resources Ma...$18K/Yr
"William James College, Newton","Massachusetts, usa",N/A,Estd. Year, M.A Applied Behavior A...$26.4K/Yr
"Eastern Virginia Medical School, Norfolk","Virginia, usa",N/A,-*-, Master Medical and Hea...$28.1K/Yr
"Virginia Wesleyan College, Virginia Beach","Virginia, usa",N/A,Estd. Year, M.A Education$12K/Yr
"Merrimack College, North Andover","Massachusetts, usa",N/A,-*-, M.S Management$28.4K/Yr
"Walsh University, North Canton","Ohio, usa",N/A,Estd. Year, M.S Nurse Educator$20.2K/Yr
"Kent State University Stark, North Canton","Ohio, usa",N/A,Estd. Year, M.B.A$21.5K/Yr
